Filename,FileVersion,FileSize,Date,Time,Platform
Microsoft.exchange.transport.agent.malware.dll,15.0.1497.12,"133,104",2021-02-13,16:44:00,x86
Microsoft.exchange.transport.agent.phishingdetection.dll,15.0.1497.12,"21,496",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.agent.prioritization.dll,15.0.1497.12,"29,688",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.agent.protocolanalysis.dbaccess.dll,15.0.1497.12,"48,120",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.agent.search.dll,15.0.1497.12,"30,200",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.agent.senderid.core.dll,15.0.1497.12,"54,264",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.agent.sharedmailboxsentitemsroutingagent.dll,15.0.1497.12,"28,664",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.agent.systemprobedrop.dll,15.0.1497.12,"17,912",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.agent.trustedmailagents.dll,15.0.1497.12,"45,048",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.common.dll,15.0.1497.12,"39,408",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.dll,15.0.1497.12,"3,539,952",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.logging.search.dll,15.0.1497.12,"73,712",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.loggingcommon.dll,15.0.1497.12,"59,888",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.scheduler.contracts.dll,15.0.1497.12,"21,488",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.scheduler.dll,15.0.1497.12,"61,936",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.storage.contracts.dll,15.0.1497.12,"27,632",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.storage.dll,15.0.1497.12,"35,312",2021-02-13,16:42:00,x86
Microsoft.exchange.transport.sync.agents.dll,15.0.1497.12,"17,928",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.sync.common.dll,15.0.1497.12,"515,584",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.sync.manager.dll,15.0.1497.12,"316,936",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.sync.migrationrpc.dll,15.0.1497.12,"47,112",2021-02-13,16:43:00,x86
Microsoft.exchange.transport.sync.worker.dll,15.0.1497.12,"1,079,816",2021-02-13,16:43:00,x86
Microsoft.exchange.transportsyncmanagersvc.exe,15.0.1497.12,"18,440",2021-02-13,16:43:00,x86
Microsoft.exchange.um.callrouter.exe,15.0.1497.12,"22,536",2021-02-13,16:43:00,x86
Microsoft.exchange.um.clientstrings.dll,15.0.1497.12,"63,496",2021-02-13,16:43:00,x86
Microsoft.exchange.um.ucmaplatform.dll,15.0.1497.12,"244,744",2021-02-13,16:43:00,x86
Microsoft.exchange.um.umcommon.dll,15.0.1497.12,"967,176",2021-02-13,16:43:00,x86
Microsoft.exchange.um.umcore.dll,15.0.1497.12,"1,515,528",2021-02-13,16:43:00,x86
Microsoft.exchange.unifiedcontent.dll,15.0.1497.12,"40,464",2021-02-13,16:43:00,x86
Microsoft.exchange.unifiedcontent.exchange.dll,15.0.1497.12,"23,024",2021-02-13,16:43:00,x86
Microsoft.exchange.unifiedpolicysyncservicelet.dll,15.0.1497.12,"38,896",2021-02-13,16:43:00,x86
Microsoft.exchange.variantconfiguration.dll,15.0.1497.12,"762,296",2021-02-13,16:44:00,x86
Microsoft.exchange.workloadmanagement.dll,15.0.1497.12,"193,520",2021-02-13,16:41:00,x86
Microsoft.filtering.exchange.dll,15.0.1497.12,"47,600",2021-02-13,16:43:00,x86
Microsoft.forefront.activedirectoryconnector.dll,15.0.1497.12,"47,088",2021-02-13,16:43:00,x86
Microsoft.forefront.monitoring.activemonitoring.local.components.dll,15.0.1497.12,"1,170,936",2021-02-13,16:43:00,x86
Microsoft.forefront.monitoring.management.outsidein.dll,15.0.1497.12,"31,248",2021-02-13,16:43:00,x86
Microsoft.forefront.reporting.common.dll,15.0.1497.12,"42,456",2021-02-13,16:44:00,x86
Microsoft.forefront.reporting.ondemandquery.dll,15.0.1497.12,"37,872",2021-02-13,16:44:00,x86
Microsoft.isam.esent.interop.dll,15.0.1497.12,"473,584",2021-02-13,16:43:00,x86
Microsoft.office.compliancepolicy.exchange.dar.dll,15.0.1497.12,"80,392",2021-02-13,16:43:00,x86
Microsoft.office.compliancepolicy.platform.dll,15.0.1497.12,"1,244,112",2021-02-13,16:44:00,x86
Microsoft.office.datacenter.activemonitoring.management.common.dll,15.0.1497.12,"51,720",2021-02-13,16:42:00,x86
Microsoft.office.datacenter.activemonitoring.management.dll,15.0.1497.12,"28,176",2021-02-13,16:43:00,x86
Microsoft.office.datacenter.activemonitoringlocal.dll,15.0.1497.12,"544,688",2021-02-13,16:44:00,x86
Microsoft.office.datacenter.monitoring.activemonitoring.recovery.dll,15.0.1497.12,"166,416",2021-02-13,16:43:00,x86
Microsoft.office.datacenter.workertaskframeworkinternalprovider.dll,15.0.1497.12,"252,368",2021-02-13,16:44:00,x86
Msexchangedagmgmt.exe,15.0.1497.12,"22,992",2021-02-13,16:43:00,x86
Msexchangedelivery.exe,15.0.1497.12,"31,736",2021-02-13,16:43:00,x86
Msexchangefrontendtransport.exe,15.0.1497.12,"25,584",2021-02-13,16:42:00,x86
Msexchangehmhost.exe,15.0.1497.12,"25,592",2021-02-13,16:43:00,x86
Msexchangehmworker.exe,15.0.1497.12,"34,808",2021-02-13,16:43:00,x86
Msexchangemailboxassistants.exe,15.0.1497.12,"2,392,048",2021-02-13,16:43:00,x86
Msexchangemailboxreplication.exe,15.0.1497.12,"20,432",2021-02-13,16:42:00,x86
Msexchangemigrationworkflow.exe,15.0.1497.12,"46,000",2021-02-13,16:43:00,x86
Msexchangerepl.exe,15.0.1497.12,"65,976",2021-02-13,16:43:00,x86
Msexchangesubmission.exe,15.0.1497.12,"61,944",2021-02-13,16:43:00,x86
Msexchangethrottling.exe,15.0.1497.12,"40,456",2021-02-13,16:43:00,x86
Msexchangetransport.exe,15.0.1497.12,"77,296",2021-02-13,16:42:00,x86
Msexchangetransportlogsearch.exe,15.0.1497.12,"143,368",2021-02-13,16:42:00,x86
Mspatchlinterop.dll,15.0.1497.12,"53,696",2021-02-13,16:42:00,x64
Owaauth.dll,15.0.1497.12,"91,584",2021-02-13,16:42:00,x64
Rightsmanagementwrapper.dll,15.0.1497.12,"79,296",2021-02-13,16:43:00,x64
Rpcproxyshim.dll,15.0.1497.12,"40,384",2021-02-13,16:43:00,x64
Setup.exe,15.0.1497.12,"21,000",2021-02-13,16:43:00,x86
Setupui.exe,15.0.1497.12,"49,160",2021-02-13,16:43:00,x86
Transcodingservice.exe,15.0.1497.12,"124,352",2021-02-13,16:43:00,x64
Umservice.exe,15.0.1497.12,"102,920",2021-02-13,16:43:00,x86
Umworkerprocess.exe,15.0.1497.12,"38,408",2021-02-13,16:43:00,x86
Wsbexchange.exe,15.0.1497.12,"124,864",2021-02-13,16:43:00,x64
